transaction_id,customer_id,product_id,product_price,emi_duration_months,monthly_emi,interest_rate,customer_income,customer_credit_score,existing_emi,max_affordable_emi,affordability_ratio,affordability_score,risk_level,approved,transaction_date
T01486,C0133,RT0195,102900.0,3,35161.05,0.15,46816.72,699,8190.04,17903.08,1.964,0.5092,Medium,True,2025-07-06
T01487,C0287,RT0072,15490.0,36,499.82,0.1,31588.81,696,5259.65,12426.28,0.0402,1.0,Low,True,2025-08-06
T01488,C0024,RT0112,31990.0,24,1446.82,0.08,41299.42,752,6842.37,14322.28,0.101,1.0,Low,True,2025-04-01
T01489,C0001,RT0186,93499.0,12,8439.06,0.15,46553.48,751,21404.91,7648.11,1.1034,0.9063,Low,True,2025-06-20
T01490,C0291,RT0197,7999.0,36,277.29,0.15,40016.77,743,10940.95,9606.93,0.0289,1.0,Low,True,2025-06-30
T01491,C0356,RT0153,1699.0,6,289.81,0.08,46803.37,657,8955.25,11905.01,0.0243,1.0,Low,True,2025-09-30
T01492,C0491,RT0198,18669.0,24,905.2,0.15,50320.37,724,9147.75,18302.74,0.0495,1.0,Low,True,2026-03-04
T01493,C0309,RT0138,1892.0,6,322.73,0.08,22222.33,627,5504.1,6856.69,0.0471,1.0,Low,True,2026-03-12
T01494,C0253,RT0308,1429.0,36,51.66,0.18,18595.91,651,8523.95,4682.94,0.011,1.0,Low,True,2025-06-06
T01495,C0408,RT0046,32999.0,36,1064.78,0.1,27974.44,689,8415.92,7224.93,0.1474,1.0,Low,True,2026-01-17
T01496,C0127,RT0199,21999.0,12,1985.59,0.15,131907.3,788,48388.13,26382.36,0.0753,1.0,Low,True,2025-04-12
T01497,C0438,RT0295,779.0,9,93.18,0.18,33876.43,664,4729.67,9476.45,0.0098,1.0,Low,True,2025-11-20
T01498,C0254,RT0306,1079.0,12,98.92,0.18,39819.98,546,13188.27,12061.18,0.0082,1.0,Low,True,2025-12-20
T01499,C0323,RT0088,62990.0,18,3783.0,0.1,24928.88,794,10383.11,5151.08,0.7344,1.1328,Low,True,2026-01-08
T01500,C0049,RT0388,199.0,18,11.95,0.1,43621.23,658,2466.74,13929.06,0.0009,1.0,Low,True,2025-06-07
T01501,C0148,RT0095,5399.0,6,920.95,0.08,55203.48,797,10640.28,18226.59,0.0505,1.0,Low,True,2025-11-08
T01502,C0440,RT0414,2779.0,36,88.37,0.09,20566.33,822,6338.01,5158.72,0.0171,1.0,Low,True,2025-11-28
T01503,C0009,RT0303,749.0,6,131.47,0.18,35670.77,490,20394.39,7355.78,0.0179,1.0,Low,True,2025-03-19
T01504,C0091,RT0011,649.0,9,75.76,0.12,35718.95,658,28930.3,3156.29,0.024,1.0,Low,True,2025-07-01
T01505,C0164,RT0303,749.0,24,37.39,0.18,89837.02,772,3053.44,27115.93,0.0014,1.0,Low,True,2025-12-16
T01506,C0181,RT0209,28990.0,12,2575.73,0.12,46891.95,689,13671.27,11543.74,0.2231,1.0,Low,True,2025-05-22
T01507,C0372,RT0125,10189.0,36,319.29,0.08,28940.09,744,12353.55,6076.04,0.0525,1.0,Low,True,2025-05-07
T01508,C0244,RT0394,199.0,24,9.18,0.1,37749.85,625,3841.56,11993.59,0.0008,1.0,Low,True,2025-08-05
T01509,C0052,RT0148,44599.36,12,3879.63,0.08,19652.76,724,11035.11,3503.28,1.1074,0.903,Low,True,2025-11-15
T01510,C0464,RT0244,24990.0,18,1523.94,0.12,15349.35,785,2059.41,4165.82,0.3658,1.0,Low,False,2025-10-22
T01511,C0046,RT0022,1599.0,9,186.67,0.12,31196.71,840,5034.46,11799.89,0.0158,1.0,Low,True,2026-02-28
T01512,C0063,RT0387,539.0,24,24.87,0.1,37638.51,738,7902.86,10284.08,0.0024,1.0,Low,True,2025-08-08
T01513,C0046,RT0227,19990.0,12,1776.09,0.12,31196.71,840,5034.46,11799.89,0.1505,1.0,Low,True,2025-11-11
T01514,C0354,RT0061,33540.0,6,5754.17,0.1,54747.31,597,38059.31,7244.04,0.7943,1.1028,Low,True,2025-10-10
T01515,C0066,RT0175,13999.0,3,4783.47,0.15,48783.01,659,6593.96,13708.59,0.3489,1.0,Low,True,2025-10-24
T01516,C0039,RT0163,229900.0,3,78557.1,0.15,35980.9,725,4402.63,11277.94,6.9656,0.1436,High,False,2025-09-24
T01517,C0179,RT0406,1499.0,3,507.18,0.09,58404.83,691,13503.1,21154.97,0.024,1.0,Low,True,2025-07-25
T01518,C0157,RT0420,3499.0,12,305.99,0.09,22477.73,606,3170.72,9424.45,0.0325,1.0,Low,True,2026-03-11
T01519,C0061,RT0125,10189.0,12,886.33,0.08,36651.48,726,6201.19,9847.0,0.09,1.0,Low,False,2025-05-23
T01520,C0147,RT0405,1599.0,12,139.83,0.09,23870.42,711,5223.8,8002.42,0.0175,1.0,Low,False,2025-06-23
T01521,C0076,RT0060,33990.0,6,5831.37,0.1,50824.24,637,20510.54,13043.5,0.4471,1.0,Low,True,2025-07-25
T01522,C0327,RT0412,999.0,18,59.54,0.09,45506.6,846,22591.48,7943.9,0.0075,1.0,Low,True,2025-03-20
T01523,C0466,RT0294,68378.0,18,4362.91,0.18,32140.09,645,2740.21,14567.28,0.2995,1.0,Low,True,2025-03-21
T01524,C0089,RT0172,12998.0,36,450.58,0.15,73884.04,633,30732.13,18062.87,0.0249,1.0,Low,True,2025-12-12
T01525,C0177,RT0177,18669.0,9,2206.13,0.15,52543.95,625,18874.39,14839.43,0.1487,1.0,Low,True,2025-08-16
T01526,C0428,RT0122,20989.0,3,7089.82,0.08,58003.12,574,18892.32,13915.69,0.5095,1.2453,Low,False,2026-02-15
T01527,C0172,RT0027,1199.0,24,56.44,0.12,11848.72,670,3451.89,3612.56,0.0156,1.0,Low,True,2025-04-28
T01528,C0217,RT0141,339.0,3,114.51,0.08,45217.43,753,11932.61,12302.7,0.0093,1.0,Low,True,2026-01-10
T01529,C0342,RT0023,2799.0,9,326.76,0.12,36716.15,591,2980.32,15611.07,0.0209,1.0,Low,True,2025-07-28
T01530,C0095,RT0388,199.0,12,17.5,0.1,34625.73,748,9527.41,9040.23,0.0019,1.0,Low,True,2025-08-10
T01531,C0116,RT0006,499.0,36,16.57,0.12,35758.96,777,7823.03,12062.1,0.0014,1.0,Low,True,2026-01-04
T01532,C0137,RT0418,2199.0,36,69.93,0.09,33791.22,694,7208.89,8511.9,0.0082,1.0,Low,True,2026-01-31
T01533,C0188,RT0215,18490.0,36,614.13,0.12,33384.46,718,12606.98,9983.38,0.0615,1.0,Low,False,2025-08-13
T01534,C0238,RT0352,19999.0,12,1758.23,0.1,37948.47,694,3298.18,14181.88,0.124,1.0,Low,True,2025-09-21
T01535,C0482,RT0169,9498.0,36,329.25,0.15,37005.18,715,12563.71,9771.54,0.0337,1.0,Low,True,2025-07-20
T01536,C0224,RT0263,258.0,12,23.65,0.18,39282.22,701,5617.31,11764.81,0.002,1.0,Low,True,2025-10-21
T01537,C0143,RT0124,12999.0,24,587.91,0.08,79281.14,707,27494.03,15661.55,0.0375,1.0,Low,True,2025-09-24
T01538,C0167,RT0202,8249.0,3,2818.69,0.15,38431.6,773,4182.62,16542.87,0.1704,1.0,Low,True,2025-07-16
T01539,C0093,RT0009,499.0,6,86.1,0.12,72480.98,686,26005.96,21677.2,0.004,1.0,Low,True,2025-10-08
T01540,C0375,RT0072,15490.0,24,714.78,0.1,20748.45,714,9111.96,4563.6,0.1566,1.0,Low,True,2025-08-13
T01541,C0231,RT0293,6722.0,24,335.59,0.18,9876.3,734,2326.68,2493.78,0.1346,1.0,Low,True,2025-07-01
T01542,C0270,RT0387,539.0,36,17.39,0.1,25753.04,821,6428.22,8473.39,0.0021,1.0,Low,True,2025-07-27
T01543,C0197,RT0238,28990.0,9,3384.3,0.12,102440.9,497,20396.2,34797.79,0.0973,1.0,Low,True,2025-07-12
T01544,C0230,RT0082,15990.0,6,2743.27,0.1,58626.44,820,4732.56,19742.03,0.139,1.0,Low,True,2026-01-08
T01545,C0178,RT0371,549.0,6,94.19,0.1,29934.34,675,17880.42,5407.85,0.0174,1.0,Low,True,2026-02-07
T01546,C0376,RT0412,999.0,18,59.54,0.09,89614.04,784,38777.3,19397.05,0.0031,1.0,Low,True,2025-06-27
T01547,C0231,RT0307,1892.0,3,649.68,0.18,9876.3,734,2326.68,2493.78,0.2605,1.0,Low,True,2025-08-15
T01548,C0443,RT0194,15499.0,9,1831.53,0.15,30987.05,693,13044.41,7047.82,0.2599,1.0,Low,True,2025-07-24
T01549,C0058,RT0390,349.0,9,40.41,0.1,16228.06,653,8645.39,2989.96,0.0135,1.0,Low,True,2025-06-15
T01550,C0418,RT0416,1999.0,3,676.35,0.09,37792.97,683,19513.93,6491.13,0.1042,1.0,Low,True,2025-04-14
T01551,C0408,RT0285,449.0,12,41.16,0.18,27974.44,689,8415.92,7224.93,0.0057,1.0,Low,True,2025-06-01
T01552,C0101,RT0295,779.0,18,49.7,0.18,38717.7,767,7343.22,11875.2,0.0042,1.0,Low,True,2025-03-25
T01553,C0192,RT0033,1199.0,24,56.44,0.12,76191.96,811,15051.91,26621.86,0.0021,1.0,Low,False,2025-12-13
T01554,C0321,RT0202,8249.0,6,1435.6,0.15,30109.29,757,7597.22,8592.66,0.1671,1.0,Low,True,2025-06-08
T01555,C0280,RT0068,36490.0,36,1177.43,0.1,167874.76,825,34742.15,42191.46,0.0279,1.0,Low,True,2025-08-14
T01556,C0119,RT0275,449.0,6,78.81,0.18,36599.49,675,4532.47,13905.62,0.0057,1.0,Low,True,2025-07-23
T01557,C0159,RT0329,3895.0,3,1320.03,0.1,88091.01,654,26872.97,21820.4,0.0605,1.0,Low,True,2025-03-31
T01558,C0370,RT0324,799.0,36,28.89,0.18,17492.68,649,7483.0,4506.91,0.0064,1.0,Low,True,2026-01-09
T01559,C0139,RT0426,549.0,12,48.01,0.09,32455.24,686,6722.34,8425.52,0.0057,1.0,Low,True,2025-04-29
T01560,C0197,RT0130,339.0,18,20.05,0.08,102440.9,497,20396.2,34797.79,0.0006,1.0,Low,True,2025-09-08
T01561,C0376,RT0007,1449.0,12,128.74,0.12,89614.04,784,38777.3,19397.05,0.0066,1.0,Low,True,2026-01-08
T01562,C0296,RT0439,1099.0,24,50.21,0.09,52650.43,648,12128.6,14056.42,0.0036,1.0,Low,True,2026-01-08
T01563,C0180,RT0318,849.0,12,77.84,0.18,28751.59,719,10324.42,7435.17,0.0105,1.0,Low,True,2025-11-22
T01564,C0247,RT0240,49990.0,3,16997.71,0.12,47845.78,731,6456.3,17242.24,0.9858,1.0071,Low,True,2025-05-10
T01565,C0209,RT0190,10499.0,6,1827.18,0.15,36319.26,673,13836.25,8364.73,0.2184,1.0,Low,True,2025-07-29
T01566,C0119,RT0283,374.0,6,65.65,0.18,36599.49,675,4532.47,13905.62,0.0047,1.0,Low,True,2026-01-08
T01567,C0004,RT0005,499.0,6,86.1,0.12,28065.1,676,2579.95,7820.83,0.011,1.0,Low,True,2025-06-06
T01568,C0027,RT0223,42800.0,36,1421.57,0.12,46746.45,603,8923.66,16340.94,0.087,1.0,Low,True,2025-10-31
T01569,C0181,RT0034,1499.0,3,509.69,0.12,46891.95,689,13671.27,11543.74,0.0442,1.0,Low,True,2026-01-24
T01570,C0486,RT0134,199.0,18,11.77,0.08,50541.56,762,10070.25,13443.44,0.0009,1.0,Low,True,2026-03-09
T01571,C0327,RT0055,31390.0,3,10638.2,0.1,45506.6,846,22591.48,7943.9,1.3392,0.7467,Low,True,2025-09-09
T01572,C0419,RT0025,1499.0,9,174.99,0.12,73884.04,764,22072.64,25728.99,0.0068,1.0,Low,True,2026-01-24
T01573,C0260,RT0392,749.0,18,44.98,0.1,16922.34,850,2885.07,6182.43,0.0073,1.0,Low,True,2025-04-05
T01574,C0144,RT0288,699.0,3,240.02,0.18,22237.63,754,7139.09,4592.81,0.0523,1.0,Low,True,2026-01-21
T01575,C0084,RT0009,499.0,36,16.57,0.12,46654.13,664,21384.56,12058.52,0.0014,1.0,Low,True,2026-03-11
T01576,C0349,RT0068,36490.0,12,3208.05,0.1,26804.44,734,6163.2,9602.03,0.3341,1.0,Low,True,2025-09-21
T01577,C0034,RT0016,1899.0,6,327.67,0.12,25461.84,683,4023.59,6873.63,0.0477,1.0,Low,True,2025-10-19
T01578,C0288,RT0245,76990.0,36,2557.17,0.12,28402.13,720,1238.59,11151.52,0.2293,1.0,Low,True,2025-07-02
T01579,C0027,RT0412,999.0,9,115.2,0.09,46746.45,603,8923.66,16340.94,0.0071,1.0,Low,True,2025-05-16
T01580,C0112,RT0317,601.0,3,206.37,0.18,12738.97,679,3881.8,2954.08,0.0699,1.0,Low,True,2025-04-28
T01581,C0425,RT0170,19999.0,24,969.68,0.15,28603.79,692,4878.35,10819.03,0.0896,1.0,Low,True,2025-06-04
T01582,C0405,RT0110,31168.93,6,5316.71,0.08,23929.3,549,5933.76,7987.3,0.6656,1.1672,Low,True,2025-11-11
T01583,C0428,RT0273,4597.0,6,806.89,0.18,58003.12,574,18892.32,13915.69,0.058,1.0,Low,True,2025-08-29
T01584,C0128,RT0311,1754.0,9,209.8,0.18,20944.06,653,4510.26,7069.42,0.0297,1.0,Low,True,2026-01-17
T01585,C0101,RT0303,749.0,18,47.79,0.18,38717.7,767,7343.22,11875.2,0.004,1.0,Low,True,2026-02-01
T01586,C0003,RT0006,499.0,6,86.1,0.12,75570.74,705,5939.21,21795.39,0.004,1.0,Low,True,2025-10-10
T01587,C0433,RT0256,284.0,12,26.04,0.18,20136.11,656,4209.82,4806.83,0.0054,1.0,Low,True,2025-04-20
T01588,C0466,RT0358,999.0,3,338.57,0.1,32140.09,645,2740.21,14567.28,0.0232,1.0,Low,True,2025-09-06
T01589,C0276,RT0341,2499.0,6,428.73,0.1,42842.53,822,22109.43,7637.68,0.0561,1.0,Low,True,2025-07-07
T01590,C0032,RT0367,199.0,24,9.18,0.1,37627.34,650,10433.56,12587.83,0.0007,1.0,Low,True,2026-01-24
T01591,C0170,RT0230,60990.0,3,20737.95,0.12,74322.65,850,23709.03,17081.21,1.2141,0.8237,Low,True,2025-07-22
T01592,C0351,RT0421,775.0,24,35.41,0.09,38967.82,755,7385.81,10752.37,0.0033,1.0,Low,True,2026-01-08
T01593,C0225,RT0136,219.0,24,9.9,0.08,76271.76,674,16288.29,25605.31,0.0004,1.0,Low,False,2025-11-27
T01594,C0168,RT0318,849.0,12,77.84,0.18,47494.62,782,11791.07,15383.18,0.0051,1.0,Low,True,2025-05-14
T01595,C0233,RT0131,349.0,3,117.89,0.08,21086.26,754,2589.05,6752.58,0.0175,1.0,Low,True,2025-05-02
T01596,C0061,RT0220,22995.0,3,7818.81,0.12,36651.48,726,6201.19,9847.0,0.794,1.103,Low,True,2025-11-12
T01597,C0274,RT0308,1429.0,3,490.69,0.18,31378.25,748,4345.37,12347.2,0.0397,1.0,Low,True,2025-06-17
T01598,C0033,RT0009,499.0,36,16.57,0.12,56942.65,765,17376.75,19707.82,0.0008,1.0,Low,True,2025-07-17
T01599,C0181,RT0435,540.0,18,32.18,0.09,46891.95,689,13671.27,11543.74,0.0028,1.0,Low,True,2025-07-29
T01600,C0240,RT0428,775.0,24,35.41,0.09,31573.18,749,17110.36,6959.76,0.0051,1.0,Low,True,2025-08-22
T01601,C0025,RT0422,1499.0,12,131.09,0.09,51181.33,662,14444.05,15597.84,0.0084,1.0,Low,True,2025-03-24
T01602,C0021,RT0033,1199.0,18,73.12,0.12,32476.39,737,9592.51,10760.62,0.0068,1.0,Low,True,2026-01-11
T01603,C0444,RT0407,1999.0,36,63.57,0.09,26863.33,751,8625.34,7577.35,0.0084,1.0,Low,True,2025-10-17
T01604,C0212,RT0430,599.0,6,102.47,0.09,61650.85,748,15203.46,17369.59,0.0059,1.0,Low,True,2025-12-01
T01605,C0367,RT0421,775.0,9,89.37,0.09,42962.05,634,6945.49,12527.04,0.0071,1.0,Low,False,2025-04-14
T01606,C0026,RT0061,33540.0,6,5754.17,0.1,38726.35,750,1332.13,14501.26,0.3968,1.0,Low,True,2025-10-27
T01607,C0262,RT0185,229900.0,9,27167.41,0.15,24471.81,584,5458.82,7507.3,3.6188,0.2763,High,False,2025-12-11
T01608,C0074,RT0377,599.0,36,19.33,0.1,87758.45,748,4353.88,29933.33,0.0006,1.0,Low,True,2026-01-27
T01609,C0445,RT0438,425.0,9,49.01,0.09,24045.28,674,7818.63,5300.97,0.0092,1.0,Low,True,2025-11-23
T01610,C0152,RT0201,18535.0,9,2190.29,0.15,17589.75,663,1394.23,6779.59,0.3231,1.0,Low,True,2025-11-12
T01611,C0238,RT0099,4499.0,3,1519.71,0.08,37948.47,694,3298.18,14181.88,0.1072,1.0,Low,True,2025-04-19
T01612,C0076,RT0399,6990.0,12,611.29,0.09,50824.24,637,20510.54,13043.5,0.0469,1.0,Low,True,2025-12-20
T01613,C0199,RT0388,199.0,3,67.44,0.1,49552.4,730,11752.21,13500.59,0.005,1.0,Low,True,2025-05-09
T01614,C0167,RT0119,7889.0,36,247.21,0.08,38431.6,773,4182.62,16542.87,0.0149,1.0,Low,True,2025-11-07
T01615,C0187,RT0273,4597.0,24,229.5,0.18,12383.15,683,1303.14,4827.94,0.0475,1.0,Low,True,2025-03-28
T01616,C0245,RT0261,269.0,3,92.37,0.18,25314.46,656,3375.14,6648.1,0.0139,1.0,Low,False,2025-07-30
T01617,C0204,RT0198,18669.0,9,2206.13,0.15,26986.17,629,8410.55,6868.6,0.3212,1.0,Low,True,2025-04-12
T01618,C0214,RT0022,1599.0,18,97.51,0.12,43589.11,790,2479.94,19651.95,0.005,1.0,Low,True,2025-11-29
T01619,C0089,RT0302,799.0,18,50.98,0.18,73884.04,633,30732.13,18062.87,0.0028,1.0,Low,True,2026-02-04
T01620,C0293,RT0222,105990.0,6,18288.4,0.12,12577.31,670,3456.26,4397.45,4.1589,0.2405,High,True,2025-12-07
T01621,C0289,RT0320,1609.0,18,102.66,0.18,33539.44,723,6214.02,9759.04,0.0105,1.0,Low,True,2025-07-11
T01622,C0081,RT0244,24990.0,12,2220.33,0.12,25246.21,694,6593.2,8604.86,0.258,1.0,Low,True,2025-06-28
T01623,C0321,RT0350,23999.0,3,8133.36,0.1,30109.29,757,7597.22,8592.66,0.9465,1.0267,Low,True,2026-01-25
T01624,C0418,RT0078,30490.0,3,10333.19,0.1,37792.97,683,19513.93,6491.13,1.5919,0.6282,Medium,True,2025-05-04
T01625,C0342,RT0045,26490.0,6,4544.66,0.1,36716.15,591,2980.32,15611.07,0.2911,1.0,Low,True,2025-08-15
T01626,C0411,RT0043,1499.0,9,174.99,0.12,49844.5,682,17388.11,13486.37,0.013,1.0,Low,True,2025-11-12
T01627,C0015,RT0143,2849.0,6,485.97,0.08,16725.14,615,4638.02,4450.64,0.1092,1.0,Low,True,2025-11-25
T01628,C0205,RT0075,16990.0,12,1493.69,0.1,14089.61,700,2257.89,4502.85,0.3317,1.0,Low,True,2026-01-20
T01629,C0322,RT0305,1889.0,12,173.18,0.18,79530.67,742,13706.58,22913.78,0.0076,1.0,Low,True,2025-09-28
T01630,C0275,RT0362,3199.0,36,103.22,0.1,49564.74,730,16421.89,13793.73,0.0075,1.0,Low,False,2025-09-20
T01631,C0049,RT0108,6890.0,6,1175.28,0.08,43621.23,658,2466.74,13929.06,0.0844,1.0,Low,True,2025-03-17
T01632,C0424,RT0042,1299.0,36,43.15,0.12,24762.73,524,10031.0,4580.42,0.0094,1.0,Low,True,2025-09-24
T01633,C0337,RT0163,229900.0,6,40010.37,0.15,103055.56,671,15648.66,27726.03,1.4431,0.693,Medium,True,2025-05-06
T01634,C0471,RT0101,3499.0,6,596.85,0.08,46380.17,782,7238.28,16334.71,0.0365,1.0,Low,True,2026-01-11
T01635,C0175,RT0432,1499.0,9,172.86,0.09,43274.34,750,17393.15,8338.86,0.0207,1.0,Low,True,2026-01-03
T01636,C0064,RT0061,33540.0,36,1082.24,0.1,29076.37,850,7490.04,8994.56,0.1203,1.0,Low,True,2025-12-06
T01637,C0356,RT0198,18669.0,3,6379.22,0.15,46803.37,657,8955.25,11905.01,0.5358,1.2321,Low,True,2025-09-06
T01638,C0367,RT0361,5999.0,3,2033.09,0.1,42962.05,634,6945.49,12527.04,0.1623,1.0,Low,True,2026-02-01
T01639,C0143,RT0426,549.0,18,32.72,0.09,79281.14,707,27494.03,15661.55,0.0021,1.0,Low,True,2025-05-20
T01640,C0166,RT0214,52742.0,6,9100.55,0.12,38081.99,693,3242.06,16180.38,0.5624,1.2188,Low,False,2026-01-27
T01641,C0396,RT0058,32999.0,36,1064.78,0.1,31824.16,832,6540.69,8425.61,0.1264,1.0,Low,True,2025-09-01
T01642,C0060,RT0378,249.0,18,14.95,0.1,38440.42,850,16677.6,8440.21,0.0018,1.0,Low,True,2025-11-02
T01643,C0256,RT0044,850.0,24,40.01,0.12,42829.81,594,12195.72,15027.96,0.0027,1.0,Low,True,2026-01-30
T01644,C0148,RT0383,1249.0,9,144.62,0.1,55203.48,797,10640.28,18226.59,0.0079,1.0,Low,True,2026-01-14
T01645,C0260,RT0226,40990.0,24,1929.54,0.12,16922.34,850,2885.07,6182.43,0.3121,1.0,Low,True,2025-03-19
T01646,C0079,RT0108,6890.0,18,407.48,0.08,46474.5,631,14409.98,12802.51,0.0318,1.0,Low,True,2025-11-16
T01647,C0347,RT0246,31890.0,36,1059.2,0.12,45160.93,754,8156.25,11264.71,0.094,1.0,Low,True,2025-03-26
T01648,C0475,RT0283,374.0,9,44.73,0.18,35693.53,744,4027.61,13445.06,0.0033,1.0,Low,True,2025-05-09
T01649,C0081,RT0210,21990.0,36,730.38,0.12,25246.21,694,6593.2,8604.86,0.0849,1.0,Low,True,2025-07-09
T01650,C0176,RT0428,775.0,12,67.77,0.09,50271.36,767,9678.5,14451.36,0.0047,1.0,Low,True,2026-02-16
T01651,C0288,RT0321,489.0,9,58.49,0.18,28402.13,720,1238.59,11151.52,0.0052,1.0,Low,True,2025-11-18
T01652,C0291,RT0101,3499.0,36,109.65,0.08,40016.77,743,10940.95,9606.93,0.0114,1.0,Low,True,2025-04-10
T01653,C0130,RT0038,2799.0,9,326.76,0.12,22983.24,826,3419.81,6787.11,0.0481,1.0,Low,True,2026-01-11
T01654,C0071,RT0035,749.0,12,66.55,0.12,17966.14,611,8415.47,2916.96,0.0228,1.0,Low,True,2025-06-11
T01655,C0236,RT0143,2849.0,9,327.2,0.08,54267.59,771,6342.01,21365.04,0.0153,1.0,Low,True,2025-08-13
T01656,C0239,RT0192,9498.0,9,1122.38,0.15,51503.97,739,14190.95,12367.58,0.0908,1.0,Low,True,2025-06-16
T01657,C0222,RT0288,699.0,18,44.6,0.18,33593.55,671,4977.17,8836.16,0.005,1.0,Low,True,2025-04-11
T01658,C0292,RT0136,219.0,18,12.95,0.08,54971.21,647,22220.62,10837.12,0.0012,1.0,Low,True,2026-01-14
T01659,C0088,RT0221,45200.0,12,4015.97,0.12,26057.26,850,5524.09,9361.42,0.429,1.0,Low,True,2025-07-10
T01660,C0003,RT0215,18490.0,12,1642.81,0.12,75570.74,705,5939.21,21795.39,0.0754,1.0,Low,True,2025-03-27
T01661,C0233,RT0367,199.0,12,17.5,0.1,21086.26,754,2589.05,6752.58,0.0026,1.0,Low,True,2025-06-02
T01662,C0042,RT0389,199.0,9,23.04,0.1,18443.57,850,8799.92,4650.03,0.005,1.0,Low,True,2025-11-25
T01663,C0220,RT0113,4798.0,6,818.43,0.08,37265.13,744,3865.9,12612.65,0.0649,1.0,Low,True,2025-08-18
T01664,C0006,RT0075,16990.0,6,2914.83,0.1,56437.02,642,7583.79,16032.89,0.1818,1.0,Low,True,2026-01-30
T01665,C0181,RT0171,15557.0,18,970.52,0.15,46891.95,689,13671.27,11543.74,0.0841,1.0,Low,True,2025-09-13
T01666,C0321,RT0260,299.0,6,52.48,0.18,30109.29,757,7597.22,8592.66,0.0061,1.0,Low,True,2025-11-02
T01667,C0477,RT0318,849.0,9,101.55,0.18,36967.08,758,12231.77,11835.69,0.0086,1.0,Low,True,2025-04-29
T01668,C0094,RT0313,1177.0,36,42.55,0.18,46512.56,703,3057.65,19814.1,0.0021,1.0,Low,True,2025-10-26
T01669,C0004,RT0380,1199.0,24,55.33,0.1,28065.1,676,2579.95,7820.83,0.0071,1.0,Low,True,2025-04-16
T01670,C0332,RT0321,489.0,9,58.49,0.18,86458.17,669,20938.54,29207.85,0.002,1.0,Low,True,2025-09-12
T01671,C0340,RT0369,180.0,6,30.88,0.1,22922.65,798,1642.57,8138.69,0.0038,1.0,Low,True,2025-09-28
T01672,C0159,RT0441,1599.0,6,273.54,0.09,88091.01,654,26872.97,21820.4,0.0125,1.0,Low,True,2025-09-25
T01673,C0361,RT0163,229900.0,18,14342.26,0.15,51201.95,611,7286.54,15705.77,0.9132,1.0434,Low,True,2026-03-10
T01674,C0218,RT0042,1299.0,24,61.15,0.12,25056.42,704,6693.86,6970.44,0.0088,1.0,Low,True,2026-02-02
T01675,C0201,RT0104,2849.0,6,485.97,0.08,32903.38,684,14844.09,7680.95,0.0633,1.0,Low,True,2026-01-15
T01676,C0432,RT0053,33990.0,36,1096.76,0.1,39149.55,802,12853.72,12000.26,0.0914,1.0,Low,True,2025-05-26
T01677,C0169,RT0170,19999.0,9,2363.29,0.15,36757.95,693,8588.83,13419.36,0.1761,1.0,Low,True,2025-08-31
T01678,C0492,RT0198,18669.0,3,6379.22,0.15,35796.26,754,6076.41,14795.28,0.4312,1.0,Low,True,2025-07-13
T01679,C0024,RT0246,31890.0,6,5502.57,0.12,41299.42,752,6842.37,14322.28,0.3842,1.0,Low,True,2026-01-09
T01680,C0500,RT0403,2999.0,12,262.27,0.09,21883.44,699,7347.97,6695.53,0.0392,1.0,Low,True,2026-01-13
T01681,C0124,RT0111,14989.0,36,469.7,0.08,31509.02,739,5236.17,9325.84,0.0504,1.0,Low,True,2025-05-06
T01682,C0227,RT0277,399.0,36,14.42,0.18,26247.17,813,4478.62,9959.33,0.0014,1.0,Low,True,2025-08-01
T01683,C0424,RT0159,1587.0,3,536.07,0.08,24762.73,524,10031.0,4580.42,0.117,1.0,Low,True,2025-09-23
T01684,C0271,RT0299,1799.0,3,617.75,0.18,20175.06,747,5165.22,6949.38,0.0889,1.0,Low,True,2025-11-25
T01685,C0119,RT0386,1159.0,9,134.2,0.1,36599.49,675,4532.47,13905.62,0.0097,1.0,Low,True,2026-02-25
T01686,C0226,RT0057,24990.0,36,806.36,0.1,32737.0,721,6698.09,8428.81,0.0957,1.0,Low,True,2026-01-01
T01687,C0286,RT0154,2149.0,6,366.57,0.08,53673.85,649,29981.88,10789.56,0.034,1.0,Low,True,2025-12-13
T01688,C0475,RT0090,11489.0,9,1319.48,0.08,35693.53,744,4027.61,13445.06,0.0981,1.0,Low,True,2025-08-13
T01689,C0469,RT0440,799.0,3,270.34,0.09,65943.69,651,18716.11,18249.37,0.0148,1.0,Low,True,2025-08-27
T01690,C0352,RT0415,3699.0,12,323.48,0.09,32693.01,850,15473.11,5379.64,0.0601,1.0,Low,True,2025-07-23
T01691,C0127,RT0301,34798.0,9,4162.18,0.18,131907.3,788,48388.13,26382.36,0.1578,1.0,Low,True,2025-04-05
T01692,C0211,RT0333,8998.0,9,1041.9,0.1,73966.98,777,43114.43,14080.02,0.074,1.0,Low,True,2025-06-07
T01693,C0026,RT0432,1499.0,3,507.18,0.09,38726.35,750,1332.13,14501.26,0.035,1.0,Low,True,2025-04-26
T01694,C0108,RT0105,4699.0,12,408.76,0.08,40368.19,825,2905.64,16672.77,0.0245,1.0,Low,True,2026-03-04
T01695,C0500,RT0148,44599.36,9,5122.13,0.08,21883.44,699,7347.97,6695.53,0.765,1.1175,Low,True,2026-02-18
